# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_FIRST_OCCURRENCE 1479 2 606 142 2428138 5 /openedx/staticfiles/admin/js/change_form.9d8ca4f96b75.js
DUPTYPE_WITHIN_SAME_TREE -1479 2 606 142 2423330 5 /openedx/staticfiles/admin/js/change_form.js
DUPTYPE_WITHIN_SAME_TREE -1479 3 606 142 2030221 5 /openedx/staticfiles/studio/admin/js/change_form.9d8ca4f96b75.js
DUPTYPE_WITHIN_SAME_TREE -1479 3 606 142 2029145 5 /openedx/staticfiles/studio/admin/js/change_form.js
DUPTYPE_FIRST_OCCURRENCE 7991 4 608 142 1632694 5 /openedx/staticfiles/studio-frontend/src/components/Pagination/Pagination.c46c82ba9977.scss
DUPTYPE_WITHIN_SAME_TREE -7991 4 608 142 1632078 5 /openedx/staticfiles/studio-frontend/src/components/Pagination/Pagination.scss
DUPTYPE_FIRST_OCCURRENCE 1037 1 612 142 2428340 5 /openedx/staticfiles/images/verified-ribbon.2a7eb60ed330.png
DUPTYPE_WITHIN_SAME_TREE -1037 1 612 142 2422323 5 /openedx/staticfiles/images/verified-ribbon.png
DUPTYPE_FIRST_OCCURRENCE 9569 5 613 142 3085855 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_deprecate.198564417395.scss
DUPTYPE_WITHIN_SAME_TREE -9569 5 613 142 3085397 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_deprecate.scss
DUPTYPE_FIRST_OCCURRENCE 7659 4 615 142 3206245 5 /openedx/staticfiles/js/capa/genex/images/corner.24f1fdfbdfa1.png
DUPTYPE_WITHIN_SAME_TREE -7659 6 615 142 2955633 5 /openedx/staticfiles/js/capa/jsmolcalc/gwt/clean/images/corner.24f1fdfbdfa1.png
DUPTYPE_WITHIN_SAME_TREE -7659 5 615 142 2029082 5 /openedx/staticfiles/studio/js/capa/genex/images/corner.png
DUPTYPE_WITHIN_SAME_TREE -7659 7 615 142 1098225 5 /openedx/staticfiles/studio/js/capa/jsmolcalc/gwt/clean/images/corner.png
DUPTYPE_WITHIN_SAME_TREE -7659 7 615 142 1099376 5 /openedx/staticfiles/studio/js/capa/jsmolcalc/gwt/clean/images/corner.24f1fdfbdfa1.png
DUPTYPE_WITHIN_SAME_TREE -7659 4 615 142 3205333 5 /openedx/staticfiles/js/capa/genex/images/corner.png
DUPTYPE_WITHIN_SAME_TREE -7659 6 615 142 2948033 5 /openedx/staticfiles/js/capa/jsmolcalc/gwt/clean/images/corner.png
DUPTYPE_WITHIN_SAME_TREE -7659 5 615 142 2030151 5 /openedx/staticfiles/studio/js/capa/genex/images/corner.24f1fdfbdfa1.png
DUPTYPE_FIRST_OCCURRENCE 3781 2 615 142 2428185 5 /openedx/staticfiles/vendor/jsme/JSME_autoresize.1a114fb0c55e.html
DUPTYPE_WITHIN_SAME_TREE -3781 2 615 142 2423451 5 /openedx/staticfiles/vendor/jsme/JSME_autoresize.html
DUPTYPE_WITHIN_SAME_TREE -3781 3 615 142 3209853 5 /openedx/staticfiles/studio/vendor/jsme/JSME_autoresize.1a114fb0c55e.html
DUPTYPE_WITHIN_SAME_TREE -3781 3 615 142 3207570 5 /openedx/staticfiles/studio/vendor/jsme/JSME_autoresize.html
DUPTYPE_FIRST_OCCURRENCE 7809 4 615 142 2029506 5 /openedx/staticfiles/studio-frontend/src/components/AccessibilityBody/AccessibilityBody.test.f833b84e3d9b.jsx
DUPTYPE_WITHIN_SAME_TREE -7809 4 615 142 2028870 5 /openedx/staticfiles/studio-frontend/src/components/AccessibilityBody/AccessibilityBody.test.jsx
DUPTYPE_FIRST_OCCURRENCE 1277 1 616 142 2428265 5 /openedx/staticfiles/templates/email_change_successful.3a9b5301e1fa.html
DUPTYPE_WITHIN_SAME_TREE -1277 1 616 142 2421993 5 /openedx/staticfiles/templates/email_change_successful.html
DUPTYPE_FIRST_OCCURRENCE 12187 5 619 142 2426475 5 /openedx/staticfiles/xblock/resources/rate/static/html/rate.849c886bd333.html
DUPTYPE_WITHIN_SAME_TREE -12187 6 619 142 3208163 5 /openedx/staticfiles/studio/xblock/resources/rate/static/html/rate.html
DUPTYPE_WITHIN_SAME_TREE -12187 6 619 142 3208948 5 /openedx/staticfiles/studio/xblock/resources/rate/static/html/rate.849c886bd333.html
DUPTYPE_WITHIN_SAME_TREE -12187 5 619 142 2424111 5 /openedx/staticfiles/xblock/resources/rate/static/html/rate.html
DUPTYPE_FIRST_OCCURRENCE 2073 2 620 142 3085944 5 /openedx/staticfiles/js/learner_dashboard/certificate_api.ea59bd620247.js
DUPTYPE_WITHIN_SAME_TREE -2073 2 620 142 3085338 5 /openedx/staticfiles/js/learner_dashboard/certificate_api.js
DUPTYPE_FIRST_OCCURRENCE 9733 5 620 142 3871812 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/exports/global.1e512e414f96.js
DUPTYPE_WITHIN_SAME_TREE -9733 5 620 142 3871310 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/exports/global.js
DUPTYPE_FIRST_OCCURRENCE 14875 7 621 142 2820042 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/StackLayout.6d6a0dd3cd4d.js
DUPTYPE_WITHIN_SAME_TREE -14875 8 621 142 3208284 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/StackLayout.6d6a0dd3cd4d.js
DUPTYPE_WITHIN_SAME_TREE -14875 8 621 142 3206860 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/StackLayout.js
DUPTYPE_WITHIN_SAME_TREE -14875 7 621 142 2819182 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/StackLayout.js
DUPTYPE_FIRST_OCCURRENCE 1979 2 621 142 2427992 5 /openedx/staticfiles/js/courseware/course_info_events.2fc35b57627f.js
DUPTYPE_WITHIN_SAME_TREE -1979 2 621 142 2422623 5 /openedx/staticfiles/js/courseware/course_info_events.js
DUPTYPE_FIRST_OCCURRENCE 3113 2 623 142 3209948 5 /openedx/staticfiles/studio/templates/metadata-number-entry.8078fe76603a.underscore
DUPTYPE_WITHIN_SAME_TREE -3113 2 623 142 3207101 5 /openedx/staticfiles/studio/templates/metadata-number-entry.underscore
DUPTYPE_FIRST_OCCURRENCE 12027 5 624 142 2426507 5 /openedx/staticfiles/xblock/resources/acid/static/js/acid_update_status.32f171a00859.js
DUPTYPE_WITHIN_SAME_TREE -12027 6 624 142 3208915 5 /openedx/staticfiles/studio/xblock/resources/acid/static/js/acid_update_status.32f171a00859.js
DUPTYPE_WITHIN_SAME_TREE -12027 5 624 142 2424367 5 /openedx/staticfiles/xblock/resources/acid/static/js/acid_update_status.js
DUPTYPE_WITHIN_SAME_TREE -12027 6 624 142 3208082 5 /openedx/staticfiles/studio/xblock/resources/acid/static/js/acid_update_status.js
DUPTYPE_FIRST_OCCURRENCE 6451 3 625 142 3206266 5 /openedx/staticfiles/templates/wiki/includes/anonymous_blocked.84d0f34fc869.html
DUPTYPE_WITHIN_SAME_TREE -6451 3 625 142 3205491 5 /openedx/staticfiles/templates/wiki/includes/anonymous_blocked.html
DUPTYPE_FIRST_OCCURRENCE 6813 4 625 142 2426751 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-GB1-5.4fe4c440c3f0.bcmap
DUPTYPE_WITHIN_SAME_TREE -6813 5 625 142 3209117 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-GB1-5.4fe4c440c3f0.bcmap
DUPTYPE_WITHIN_SAME_TREE -6813 4 625 142 2421516 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-GB1-5.bcmap
DUPTYPE_WITHIN_SAME_TREE -6813 5 625 142 3205951 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-GB1-5.bcmap
DUPTYPE_FIRST_OCCURRENCE 1651 2 628 142 2686370 5 /openedx/staticfiles/drf-yasg/swagger-ui-dist/favicon-32x32.40d4f2c38d1c.png
DUPTYPE_WITHIN_SAME_TREE -1651 3 628 142 3207908 5 /openedx/staticfiles/studio/drf-yasg/swagger-ui-dist/favicon-32x32.png
DUPTYPE_WITHIN_SAME_TREE -1651 3 628 142 3209885 5 /openedx/staticfiles/studio/drf-yasg/swagger-ui-dist/favicon-32x32.40d4f2c38d1c.png
DUPTYPE_WITHIN_SAME_TREE -1651 2 628 142 2685739 5 /openedx/staticfiles/drf-yasg/swagger-ui-dist/favicon-32x32.png
DUPTYPE_FIRST_OCCURRENCE 3491 2 628 142 2427783 5 /openedx/staticfiles/templates/fields/field_link.b7ed7e3e1044.underscore
DUPTYPE_WITHIN_SAME_TREE -3491 2 628 142 2422210 5 /openedx/staticfiles/templates/fields/field_link.underscore
DUPTYPE_FIRST_OCCURRENCE 11433 5 630 142 2686188 5 /openedx/staticfiles/templates/instructor/edx_ace/accountcreationandenrollment/email/body.717b1f8f80cf.txt
DUPTYPE_WITHIN_SAME_TREE -11433 5 630 142 2685644 5 /openedx/staticfiles/templates/instructor/edx_ace/accountcreationandenrollment/email/body.txt
DUPTYPE_FIRST_OCCURRENCE 3799 2 630 142 2428203 5 /openedx/staticfiles/vendor/jsme/JSME_resize.e2c581fc9f18.html
DUPTYPE_WITHIN_SAME_TREE -3799 2 630 142 2423469 5 /openedx/staticfiles/vendor/jsme/JSME_resize.html
DUPTYPE_WITHIN_SAME_TREE -3799 3 630 142 3209871 5 /openedx/staticfiles/studio/vendor/jsme/JSME_resize.e2c581fc9f18.html
DUPTYPE_WITHIN_SAME_TREE -3799 3 630 142 3207588 5 /openedx/staticfiles/studio/vendor/jsme/JSME_resize.html
DUPTYPE_FIRST_OCCURRENCE 9695 5 631 142 3871826 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/core/support.a1fdd851ac2e.js
DUPTYPE_WITHIN_SAME_TREE -9695 5 631 142 3871324 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/core/support.js
DUPTYPE_FIRST_OCCURRENCE 1227 1 632 142 2428424 5 /openedx/staticfiles/studio-frontend/openedx.7dda9203bc01.yaml
DUPTYPE_WITHIN_SAME_TREE -1227 1 632 142 2422736 5 /openedx/staticfiles/studio-frontend/openedx.yaml
DUPTYPE_FIRST_OCCURRENCE 5807 3 633 142 3872033 5 /openedx/staticfiles/studio/js/models/assignment_grade.4fa4336b56ff.js
DUPTYPE_WITHIN_SAME_TREE -5807 3 633 142 3871463 5 /openedx/staticfiles/studio/js/models/assignment_grade.js
DUPTYPE_FIRST_OCCURRENCE 3505 2 633 142 2427789 5 /openedx/staticfiles/templates/fields/field_text_account.8b4d783675e6.underscore
DUPTYPE_WITHIN_SAME_TREE -3505 2 633 142 2422216 5 /openedx/staticfiles/templates/fields/field_text_account.underscore
DUPTYPE_FIRST_OCCURRENCE 1355 1 634 142 2428305 5 /openedx/staticfiles/templates/split_test_staff_view.fe6ee253c4ff.html
DUPTYPE_WITHIN_SAME_TREE -1355 1 634 142 2422033 5 /openedx/staticfiles/templates/split_test_staff_view.html
DUPTYPE_FIRST_OCCURRENCE 8073 4 635 142 1098989 5 /openedx/staticfiles/studio-frontend/src/utils/i18n/loadI18nDomData.f6b91459b0e4.jsx
DUPTYPE_WITHIN_SAME_TREE -8073 4 635 142 1097640 5 /openedx/staticfiles/studio-frontend/src/utils/i18n/loadI18nDomData.jsx
DUPTYPE_FIRST_OCCURRENCE 9747 5 636 142 3871793 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/queue/delay.6b3b3baf4441.js
DUPTYPE_WITHIN_SAME_TREE -9747 5 636 142 3871276 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/queue/delay.js
DUPTYPE_FIRST_OCCURRENCE 7907 4 637 142 1632673 5 /openedx/staticfiles/studio-frontend/src/components/AssetsSearch/displayMessages.2b229b4c6df2.jsx
DUPTYPE_WITHIN_SAME_TREE -7907 4 637 142 1632052 5 /openedx/staticfiles/studio-frontend/src/components/AssetsSearch/displayMessages.jsx
DUPTYPE_FIRST_OCCURRENCE 6321 3 637 142 2427191 5 /openedx/staticfiles/teams/js/utils/team_analytics.2b577396a104.js
DUPTYPE_WITHIN_SAME_TREE -6321 3 637 142 2422482 5 /openedx/staticfiles/teams/js/utils/team_analytics.js
DUPTYPE_FIRST_OCCURRENCE 3795 2 638 142 2428201 5 /openedx/staticfiles/vendor/jsme/JSME_minimal2.70b9d17a6970.html
DUPTYPE_WITHIN_SAME_TREE -3795 3 638 142 3207586 5 /openedx/staticfiles/studio/vendor/jsme/JSME_minimal2.html
DUPTYPE_WITHIN_SAME_TREE -3795 3 638 142 3209869 5 /openedx/staticfiles/studio/vendor/jsme/JSME_minimal2.70b9d17a6970.html
DUPTYPE_WITHIN_SAME_TREE -3795 2 638 142 2423467 5 /openedx/staticfiles/vendor/jsme/JSME_minimal2.html
DUPTYPE_FIRST_OCCURRENCE 14617 6 639 142 3085791 5 /openedx/staticfiles/xblock/resources/poll/translations/ru/LC_MESSAGES/text.3658e8e21fc8.mo
DUPTYPE_WITHIN_SAME_TREE -14617 7 639 142 3208041 5 /openedx/staticfiles/studio/xblock/resources/poll/translations/ru/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14617 6 639 142 3085526 5 /openedx/staticfiles/xblock/resources/poll/translations/ru/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14617 7 639 142 3208508 5 /openedx/staticfiles/studio/xblock/resources/poll/translations/ru/LC_MESSAGES/text.3658e8e21fc8.mo
DUPTYPE_FIRST_OCCURRENCE 9715 5 640 142 3871836 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/deferred/exceptionHook.bdd1af0b6da0.js
DUPTYPE_WITHIN_SAME_TREE -9715 5 640 142 3871337 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/deferred/exceptionHook.js
DUPTYPE_FIRST_OCCURRENCE 3107 2 640 142 3210012 5 /openedx/staticfiles/studio/templates/metadata-file-uploader-entry.fa40e2c91eb4.underscore
DUPTYPE_WITHIN_SAME_TREE -3107 2 640 142 3207165 5 /openedx/staticfiles/studio/templates/metadata-file-uploader-entry.underscore
DUPTYPE_FIRST_OCCURRENCE 9915 5 641 142 2686257 5 /openedx/staticfiles/js/bower/jquery/src/exports/global.6c1961ae51a4.js
DUPTYPE_WITHIN_SAME_TREE -9915 10 641 142 20452 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/exports/global.6c1961ae51a4.js
DUPTYPE_WITHIN_SAME_TREE -9915 9 641 142 2424301 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/exports/global.js
DUPTYPE_WITHIN_SAME_TREE -9915 5 641 142 2685815 5 /openedx/staticfiles/js/bower/jquery/src/exports/global.js
DUPTYPE_WITHIN_SAME_TREE -9915 10 641 142 16906 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/exports/global.js
DUPTYPE_WITHIN_SAME_TREE -9915 6 641 142 1098494 5 /openedx/staticfiles/studio/js/bower/jquery/src/exports/global.js
DUPTYPE_WITHIN_SAME_TREE -9915 9 641 142 2424642 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/exports/global.6c1961ae51a4.js
DUPTYPE_WITHIN_SAME_TREE -9915 6 641 142 1099434 5 /openedx/staticfiles/studio/js/bower/jquery/src/exports/global.6c1961ae51a4.js
DUPTYPE_FIRST_OCCURRENCE 1975 2 642 142 2427989 5 /openedx/staticfiles/js/courseware/accordion_events.6064c7809de5.js
DUPTYPE_WITHIN_SAME_TREE -1975 2 642 142 2422620 5 /openedx/staticfiles/js/courseware/accordion_events.js
DUPTYPE_FIRST_OCCURRENCE 3087 2 643 142 3210014 5 /openedx/staticfiles/studio/templates/grading-editor.b398c0d98940.underscore
DUPTYPE_WITHIN_SAME_TREE -3087 2 643 142 3207167 5 /openedx/staticfiles/studio/templates/grading-editor.underscore
DUPTYPE_FIRST_OCCURRENCE 7031 4 643 142 2421463 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UTF16-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7031 4 643 142 2426698 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UTF16-V.db6a81ba21b8.bcmap
DUPTYPE_WITHIN_SAME_TREE -7031 5 643 142 3209064 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UTF16-V.db6a81ba21b8.bcmap
DUPTYPE_WITHIN_SAME_TREE -7031 5 643 142 3205898 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UTF16-V.bcmap
DUPTYPE_FIRST_OCCURRENCE 7455 4 646 142 3871857 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/jquery.6d963d9d53ed.js
DUPTYPE_WITHIN_SAME_TREE -7455 4 646 142 3871250 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/jquery.js
DUPTYPE_FIRST_OCCURRENCE 7043 4 647 142 2421477 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS2004-UTF16-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7043 5 647 142 3205912 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS2004-UTF16-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7043 4 647 142 2426712 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS2004-UTF16-V.cd2354135bdc.bcmap
DUPTYPE_WITHIN_SAME_TREE -7043 5 647 142 3209078 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS2004-UTF16-V.cd2354135bdc.bcmap
DUPTYPE_FIRST_OCCURRENCE 12407 6 647 142 2425778 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Dropdown/Dropdown.6c83b891111b.scss
DUPTYPE_WITHIN_SAME_TREE -12407 6 647 142 2423041 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Dropdown/Dropdown.scss
DUPTYPE_FIRST_OCCURRENCE 9739 5 650 142 3871834 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/manipulation/getAll.9485d5b6e9a8.js
DUPTYPE_WITHIN_SAME_TREE -9739 5 650 142 3871333 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/manipulation/getAll.js
DUPTYPE_FIRST_OCCURRENCE 1841 2 651 142 2427548 5 /openedx/staticfiles/images/fontawesome/step-forward.d2405bc21974.svg
DUPTYPE_WITHIN_SAME_TREE -1841 3 651 142 1097720 5 /openedx/staticfiles/studio/images/fontawesome/step-forward.svg
DUPTYPE_WITHIN_SAME_TREE -1841 2 651 142 2421275 5 /openedx/staticfiles/images/fontawesome/step-forward.svg
DUPTYPE_WITHIN_SAME_TREE -1841 3 651 142 1099485 5 /openedx/staticfiles/studio/images/fontawesome/step-forward.d2405bc21974.svg
DUPTYPE_FIRST_OCCURRENCE 3573 2 652 142 2427740 5 /openedx/staticfiles/templates/learner_dashboard/programs_fragment.b4112632d39d.html
DUPTYPE_WITHIN_SAME_TREE -3573 2 652 142 2422148 5 /openedx/staticfiles/templates/learner_dashboard/programs_fragment.html
DUPTYPE_FIRST_OCCURRENCE 4569 3 653 142 2427252 5 /openedx/staticfiles/js/edxnotes/utils/utils.462c30863362.js
DUPTYPE_WITHIN_SAME_TREE -4569 3 653 142 2422650 5 /openedx/staticfiles/js/edxnotes/utils/utils.js
DUPTYPE_FIRST_OCCURRENCE 1347 1 654 142 2428313 5 /openedx/staticfiles/templates/secondary_email_change_successful.56007e183dc0.html
DUPTYPE_WITHIN_SAME_TREE -1347 1 654 142 2422041 5 /openedx/staticfiles/templates/secondary_email_change_successful.html
DUPTYPE_FIRST_OCCURRENCE 1835 2 654 142 2427551 5 /openedx/staticfiles/images/fontawesome/pause.c1592cf30726.svg
DUPTYPE_WITHIN_SAME_TREE -1835 2 654 142 2421278 5 /openedx/staticfiles/images/fontawesome/pause.svg
DUPTYPE_WITHIN_SAME_TREE -1835 3 654 142 1097723 5 /openedx/staticfiles/studio/images/fontawesome/pause.svg
DUPTYPE_WITHIN_SAME_TREE -1835 3 654 142 1099488 5 /openedx/staticfiles/studio/images/fontawesome/pause.c1592cf30726.svg
DUPTYPE_FIRST_OCCURRENCE 1139 1 654 142 2428388 5 /openedx/staticfiles/js/logout.1f669598b212.js
DUPTYPE_WITHIN_SAME_TREE -1139 1 654 142 2422523 5 /openedx/staticfiles/js/logout.js
DUPTYPE_FIRST_OCCURRENCE 12701 6 654 142 2425737 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/quotes.0a556dc521bc.png
DUPTYPE_WITHIN_SAME_TREE -12701 6 654 142 2421893 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/quotes.png
DUPTYPE_WITHIN_SAME_TREE -12701 7 654 142 3208481 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/quotes.0a556dc521bc.png
DUPTYPE_WITHIN_SAME_TREE -12701 7 654 142 3207031 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/quotes.png
DUPTYPE_FIRST_OCCURRENCE 1449 2 655 142 2428130 5 /openedx/staticfiles/admin/img/icon-unknown.a18cb4398978.svg
DUPTYPE_WITHIN_SAME_TREE -1449 3 655 142 2029135 5 /openedx/staticfiles/studio/admin/img/icon-unknown.svg
DUPTYPE_WITHIN_SAME_TREE -1449 3 655 142 2030213 5 /openedx/staticfiles/studio/admin/img/icon-unknown.a18cb4398978.svg
DUPTYPE_WITHIN_SAME_TREE -1449 2 655 142 2423320 5 /openedx/staticfiles/admin/img/icon-unknown.svg
DUPTYPE_FIRST_OCCURRENCE 1447 2 655 142 2428134 5 /openedx/staticfiles/admin/img/icon-unknown-alt.81536e128bb6.svg
DUPTYPE_WITHIN_SAME_TREE -1447 2 655 142 2423324 5 /openedx/staticfiles/admin/img/icon-unknown-alt.svg
DUPTYPE_WITHIN_SAME_TREE -1447 3 655 142 2029139 5 /openedx/staticfiles/studio/admin/img/icon-unknown-alt.svg
DUPTYPE_WITHIN_SAME_TREE -1447 3 655 142 2030217 5 /openedx/staticfiles/studio/admin/img/icon-unknown-alt.81536e128bb6.svg
DUPTYPE_FIRST_OCCURRENCE 3739 2 657 142 2427760 5 /openedx/staticfiles/templates/verify_student/reverify_success_step.55decee97b97.underscore
DUPTYPE_WITHIN_SAME_TREE -3739 2 657 142 2422168 5 /openedx/staticfiles/templates/verify_student/reverify_success_step.underscore
DUPTYPE_FIRST_OCCURRENCE 12073 5 658 142 2426485 5 /openedx/staticfiles/xblock/resources/google_drive/public/js/google_calendar.8f6cefa1b030.js
DUPTYPE_WITHIN_SAME_TREE -12073 5 658 142 2424121 5 /openedx/staticfiles/xblock/resources/google_drive/public/js/google_calendar.js
DUPTYPE_WITHIN_SAME_TREE -12073 6 658 142 2819389 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/js/google_calendar.js
DUPTYPE_WITHIN_SAME_TREE -12073 6 658 142 2819764 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/js/google_calendar.8f6cefa1b030.js
DUPTYPE_FIRST_OCCURRENCE 3665 2 658 142 1632778 5 /openedx/staticfiles/templates/student_account/finish_auth.a8679cbc72cd.html
DUPTYPE_WITHIN_SAME_TREE -3665 2 658 142 1631979 5 /openedx/staticfiles/templates/student_account/finish_auth.html
DUPTYPE_FIRST_OCCURRENCE 5145 3 659 142 2427351 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/CheckBoxGroup.stories.923e1877c856.jsx
DUPTYPE_WITHIN_SAME_TREE -5145 3 659 142 2422861 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/CheckBoxGroup.stories.jsx
DUPTYPE_FIRST_OCCURRENCE 3057 2 659 142 3210000 5 /openedx/staticfiles/studio/templates/course-video-settings-update-settings-footer.84530be3394c.underscore
DUPTYPE_WITHIN_SAME_TREE -3057 2 659 142 3207153 5 /openedx/staticfiles/studio/templates/course-video-settings-update-settings-footer.underscore
DUPTYPE_FIRST_OCCURRENCE 6355 3 659 142 2427163 5 /openedx/staticfiles/templates/admin/external_user_ids/generate_external_ids_form.5852cc9a7c3d.html
DUPTYPE_WITHIN_SAME_TREE -6355 3 659 142 2422203 5 /openedx/staticfiles/templates/admin/external_user_ids/generate_external_ids_form.html
DUPTYPE_FIRST_OCCURRENCE 5805 3 660 142 3872030 5 /openedx/staticfiles/studio/js/models/asset.4721362cb6b5.js
DUPTYPE_WITHIN_SAME_TREE -5805 3 660 142 3871460 5 /openedx/staticfiles/studio/js/models/asset.js
DUPTYPE_FIRST_OCCURRENCE 3263 2 660 142 2427827 5 /openedx/staticfiles/templates/api_admin/api_access_request_email_approved.45571f311a30.txt
DUPTYPE_WITHIN_SAME_TREE -3263 2 660 142 2422254 5 /openedx/staticfiles/templates/api_admin/api_access_request_email_approved.txt
DUPTYPE_FIRST_OCCURRENCE 3325 2 662 142 2427668 5 /openedx/staticfiles/templates/certificates/valid.b0fac107d74c.html
DUPTYPE_WITHIN_SAME_TREE -3325 2 662 142 2422070 5 /openedx/staticfiles/templates/certificates/valid.html
DUPTYPE_FIRST_OCCURRENCE 6317 3 662 142 2427194 5 /openedx/staticfiles/teams/js/models/team_membership.b2c3d4fa3260.js
DUPTYPE_WITHIN_SAME_TREE -6317 3 662 142 2422485 5 /openedx/staticfiles/teams/js/models/team_membership.js
DUPTYPE_FIRST_OCCURRENCE 7027 4 664 142 2426739 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-V.54bac7377fcb.bcmap
DUPTYPE_WITHIN_SAME_TREE -7027 4 664 142 2421504 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7027 5 664 142 3205939 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7027 5 664 142 3209105 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-V.54bac7377fcb.bcmap
DUPTYPE_FIRST_OCCURRENCE 7149 4 667 142 2426591 5 /openedx/staticfiles/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCcw@2x.ddcd79243814.png
DUPTYPE_WITHIN_SAME_TREE -7149 4 667 142 2421356 5 /openedx/staticfiles/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCcw@2x.png
DUPTYPE_WITHIN_SAME_TREE -7149 5 667 142 3205790 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCcw@2x.png
DUPTYPE_WITHIN_SAME_TREE -7149 5 667 142 3208957 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCcw@2x.ddcd79243814.png
DUPTYPE_FIRST_OCCURRENCE 11933 5 667 142 2029471 5 /openedx/staticfiles/wiki/markitup/sets/default/images/clean.3b00235a38f8.png
DUPTYPE_WITHIN_SAME_TREE -11933 6 667 142 3208685 5 /openedx/staticfiles/studio/wiki/markitup/sets/default/images/clean.3b00235a38f8.png
DUPTYPE_WITHIN_SAME_TREE -11933 5 667 142 2028959 5 /openedx/staticfiles/wiki/markitup/sets/default/images/clean.png
DUPTYPE_WITHIN_SAME_TREE -11933 6 667 142 3207506 5 /openedx/staticfiles/studio/wiki/markitup/sets/default/images/clean.png
